GENES,TS_0_0,TS_4_0,TS_6_0,TS_3_0,TS_7_0,TS_2_0,TS_8_0,TS_1_0,TS_9_0,TS_5_0,TS_1_1,TS_8_1,TS_2_1,TS_0_1,TS_4_1,TS_6_1,TS_9_1,TS_5_1,TS_7_1,TS_3_1,TS_2_2,TS_7_2,TS_1_2,TS_0_2,TS_3_2,TS_5_2,TS_9_2,TS_4_2,TS_6_2,TS_8_2,TS_0_3,TS_4_3,TS_3_3,TS_7_3,TS_6_3,TS_8_3,TS_2_3,TS_5_3,TS_9_3,TS_1_3,TS_8_4,TS_0_4,TS_4_4,TS_1_4,TS_5_4,TS_2_4,TS_7_4,TS_3_4,TS_9_4,TS_6_4,TS_3_5,TS_9_5,TS_6_5,TS_4_5,TS_7_5,TS_8_5,TS_1_5,TS_5_5,TS_2_5,TS_0_5,TS_1_6,TS_4_6,TS_9_6,TS_8_6,TS_2_6,TS_0_6,TS_5_6,TS_6_6,TS_7_6,TS_3_6,TS_9_7,TS_6_7,TS_7_7,TS_3_7,TS_5_7,TS_0_7,TS_2_7,TS_4_7,TS_1_7,TS_8_7,TS_5_8,TS_4_8,TS_9_8,TS_6_8,TS_0_8,TS_3_8,TS_1_8,TS_7_8,TS_2_8,TS_8_8,TS_5_9,TS_9_9,TS_8_9,TS_1_9,TS_4_9,TS_7_9,TS_0_9,TS_6_9,TS_3_9,TS_2_9,TS_5_10,TS_6_10,TS_8_10,TS_7_10,TS_9_10,TS_0_10,TS_1_10,TS_2_10,TS_3_10,TS_4_10,TS_1_11,TS_2_11,TS_9_11,TS_3_11,TS_5_11,TS_6_11,TS_4_11,TS_7_11,TS_0_11,TS_8_11,TS_6_12,TS_1_12,TS_9_12,TS_3_12,TS_7_12,TS_8_12,TS_2_12,TS_0_12,TS_4_12,TS_5_12,TS_8_13,TS_4_13,TS_7_13,TS_9_13,TS_6_13,TS_0_13,TS_2_13,TS_5_13,TS_3_13,TS_1_13,TS_0_14,TS_2_14,TS_8_14,TS_4_14,TS_3_14,TS_7_14,TS_1_14,TS_9_14,TS_5_14,TS_6_14,TS_0_15,TS_1_15,TS_8_15,TS_7_15,TS_4_15,TS_2_15,TS_6_15,TS_5_15,TS_3_15,TS_9_15,TS_8_16,TS_9_16,TS_0_16,TS_7_16,TS_4_16,TS_3_16,TS_5_16,TS_2_16,TS_1_16,TS_6_16,TS_3_17,TS_8_17,TS_0_17,TS_6_17,TS_7_17,TS_4_17,TS_2_17,TS_9_17,TS_1_17,TS_5_17,TS_0_18,TS_8_18,TS_4_18,TS_9_18,TS_3_18,TS_1_18,TS_7_18,TS_6_18,TS_2_18,TS_5_18,TS_5_19,TS_0_19,TS_8_19,TS_9_19,TS_2_19,TS_7_19,TS_3_19,TS_6_19,TS_1_19,TS_4_19,TS_4_20,TS_7_20,TS_6_20,TS_5_20,TS_3_20,TS_2_20,TS_1_20,TS_0_20,TS_8_20,TS_9_20
G41,0.0201606,0.0117397,0.0098149,0.0133698,0.0189838,0.0302842,0.0212652,0.0195061,0.0173268,0.0138982,0.0070994,0.0133243,0.0156866,0.0130032,0.0161271,0.0084839,0.0188619,0.0035185,0.0139174,0.0104328,0.018859,0.0425011,0.0111634,0.0274947,0.0270239,0.0103805,0.0065537,0.020718,0.0146102,0.0026045,0.0117814,0.032193,0.0114673,0.011141,0.0150756,0.0070122,0.0116572,0.0133669,0.0310153,0.0110846,0.0208658,0.0081827,0.0223201,0.0081724,0.0145827,0.0076813,0.0226054,0.0071289,0.0126626,0.0105975,0.0155371,0.0031444,0.0112924,0.0083606,0.0039254,0.0224104,0.0050648,0.0152636,0.0083431,0.0009364,0.0117793,0.0164,0.0019121,0.0160963,0.0188152,0.0042162,0.0165212,0.0102573,0.0065717,0.015136,0.0075446,0.0114262,0.0014194,0.0156598,0.0211013,0.0242803,0.0167071,0.0129425,0.0283793,0.0061948,0.0074905,0.0249392,0.0082823,0.008593,0.0119993,0.0096521,0.0113919,0.0055236,0.0114503,0.006891,0.0073024,0.0048693,0.0071971,0.0184782,0.0208243,0.0178071,0.0321284,0.0178284,0.0125868,0.0264875,0.0181744,0.0164518,0.0061667,0.0117683,0.0008353,0.0203029,0.0342062,0.0149838,0.0118445,0.0244806,0.014102,0.009699,0.0078636,0.0136153,0.0097229,0.0120054,0.0154146,0.0163082,0.0105284,0.0155569,0.0100206,0.028007,0.0080414,0.0141658,0.0268388,0.0164328,0.0110984,0.0152886,0.0081806,0.0066372,0.0126664,0.0126316,0.0287738,0.0215492,0.0038433,0.0041981,0.0144101,0.0195528,0.0183377,0.0069422,0.0125317,0.0076398,0.0136929,0.0048935,0.0490539,0.0399133,0.005484,0.0046539,0.0085577,0.0399881,0.0041629,0.0146856,0.0138054,0.0131536,0.0168508,0.0187636,0.0150643,0.0062122,0.0085774,0.0064244,0.017341,0.0129553,0.0186804,0.0084805,0.0157832,0.0263503,0.0304123,0.0162564,0.0172749,0.0095905,0.0169848,0.0139197,0.0124375,0.0058495,0.0095419,0.0174507,0.0059277,0.0036201,0.003375,0.0289541,0.0167823,0.0125215,0.0184902,0.0195505,0.0085341,0.0059766,0.0288804,0.0032333,0.0162505,0.0081127,0.0036981,0.0175666,0.0085901,0.0185378,0.0178245,0.0139381,0.004635,0.0188192,0.0167924,0.0137556,0.0074132,0.0285343,0.0082947,0.014758,0.0152395,0.0081148,0.0102881,0.007332,0.0042477,0.012473
G42,0.7359645,0.7071349,0.7256207,0.8611384,0.7760942,0.7926219,0.6595508,0.8270877,0.8068847,0.7264048,0.5305997,0.6356974,0.6859171,0.5362418,0.5547008,0.7064261,0.8284513,0.7055798,0.6411513,0.7669462,0.7192666,0.6825864,0.6878841,0.4906761,0.6093386,0.6483723,0.6710686,0.3423726,0.7277787,0.656368,0.4643775,0.2622804,0.7055561,0.7175192,0.9626485,0.5188316,0.8526905,0.806437,0.7350015,0.6016215,0.4727228,0.5130645,0.4314815,0.5438744,0.7952539,0.6297287,0.7169649,0.8407944,0.787242,0.8065306,0.6691494,0.5696998,0.6155312,0.3767789,0.7018921,0.547571,0.6202714,0.7236654,0.6135966,0.4827088,0.5796973,0.4291816,0.6082195,0.6046963,0.6329657,0.4442301,0.7301503,0.6263749,0.5866276,0.6661714,0.7244717,0.792614,0.6822517,0.7981416,0.5965245,0.4576842,0.8354104,0.3728249,0.5824711,0.5597634,0.847523,0.3042321,0.6259538,0.7100794,0.3860787,0.5973918,0.4893593,0.6549943,0.7168832,0.5200085,0.6054691,0.7351503,0.523945,0.7053513,0.4225723,0.7070408,0.4445747,0.5861507,0.6386585,0.7153334,0.637964,0.696381,0.501063,0.6785668,0.7948681,0.5178047,0.6283065,0.6669897,0.5494347,0.3294766,0.7220377,0.6051576,0.7292468,0.7462478,0.7124102,0.7069479,0.5798016,0.71289,0.5507385,0.565353,0.6246514,0.6808289,0.6711993,0.7556752,0.7123976,0.7116079,0.6714597,0.5793561,0.5915759,0.8033303,0.7213816,0.6567612,0.720297,0.738296,0.737473,0.6681388,0.7413282,0.6749591,0.6966908,0.7026769,0.6799187,0.5837433,0.6659919,0.7803717,0.651291,0.7762355,0.6155594,0.7097043,0.5633988,0.8060906,0.7308066,0.6861575,0.6843838,0.667019,0.7707633,0.634241,0.7096521,0.6205082,0.7329638,0.5755444,0.7203169,0.6554897,0.6043246,0.77475,0.7110364,0.6480855,0.6792615,0.5483464,0.5618739,0.7328476,0.6121764,0.7789175,0.8043107,0.7591577,0.7497981,0.7760946,0.6195397,0.8574896,0.6588819,0.811403,0.6513513,0.758226,0.7396552,0.758902,0.6299273,0.5997749,0.703648,0.6456784,0.665861,0.6617756,0.6614727,0.7015796,0.8712612,0.6950586,0.7003959,0.6344089,0.6580925,0.6701019,0.6722274,0.7649562,0.6982191,0.6771894,0.7859351,0.7249412,0.6220712,0.638792,0.6077879,0.7336535,0.7731651,0.7714337
G43,0.0799293,0.069223,0.0969006,0.0993209,0.1291074,0.1393907,0.0677937,0.0573707,0.0697505,0.0696456,0.0357432,0.077149,0.0511067,0.0812184,0.0056418,0.1439126,0.1224383,0.0933148,0.0783987,0.0844077,0.1174909,0.0639354,0.047332,0.0955793,0.0921869,0.1232162,0.0698572,0.0,0.0824353,0.1057835,0.0856332,0.0,0.0543842,0.0961855,0.1608657,0.0612729,0.1164568,0.0870104,0.0620409,0.0555072,0.0522626,0.0852679,0.0,0.0381386,0.0892883,0.1241194,0.0597318,0.1190406,0.0727489,0.0752026,0.0613599,0.0713211,0.074807,0.0015342,0.1147261,0.1212432,0.0684081,0.0818254,0.0422847,0.0738649,0.0506094,0.0,0.0670069,0.0550669,0.1507682,0.0820599,0.1071011,0.1708287,0.1028011,0.0797204,0.0732149,0.1176892,0.1428327,0.089598,0.1067867,0.0890291,0.0933545,0.0003228,0.0422315,0.0682384,0.033863,0.0025117,0.1477211,0.0675903,0.0967519,0.0686815,0.0707368,0.0960264,0.1076427,0.1051196,0.1127837,0.0659463,0.0505142,0.0248859,0.0007497,0.0735298,0.0685424,0.0889167,0.0899197,0.0730167,0.1116199,0.0771597,0.0698709,0.0844663,0.1238372,0.0879611,0.0370562,0.0871402,0.0692638,0.0003479,0.0986603,0.0787564,0.0868531,0.1039109,0.0989228,0.0832662,0.0625269,0.0856687,0.1169676,0.0768084,0.0802734,0.0631457,0.0934167,0.103045,0.0468366,0.0538099,0.079619,0.0510014,0.1245627,0.0730438,0.0710174,0.0925959,0.0737482,0.0785812,0.0664359,0.0829413,0.047092,0.0856984,0.0913953,0.0972816,0.1013028,0.067417,0.0992652,0.1042284,0.0760191,0.1012232,0.0519466,0.1423622,0.08107,0.1144525,0.0870322,0.1165254,0.0623761,0.0758405,0.0813048,0.0785565,0.0293195,0.0917675,0.1072736,0.0574296,0.0596828,0.0673936,0.088404,0.1216428,0.1290945,0.0768875,0.0853326,0.0682693,0.0799262,0.1008759,0.0590346,0.0793062,0.1337937,0.0783015,0.1088913,0.0568608,0.0834214,0.143676,0.0978166,0.0773214,0.1004935,0.1133348,0.0760558,0.0892527,0.0733567,0.0606215,0.1045105,0.0549725,0.1085813,0.0569612,0.0885229,0.0896454,0.0631974,0.0905947,0.0727848,0.1021656,0.1030845,0.1117329,0.068978,0.0894893,0.0716779,0.0676056,0.0519973,0.0938091,0.0870218,0.1400752,0.1148575,0.0921723,0.111264,0.1383926
G44,0.1995238,0.1613372,0.174286,0.1459628,0.1353338,0.1784342,0.1481912,0.1550101,0.2124297,0.1998375,0.0276414,0.1470336,0.1018519,0.124322,0.0904542,0.1460725,0.0425982,0.0381047,0.1117507,0.1158771,0.1493105,0.1564494,0.0090107,0.1583925,0.1320385,0.0049863,0.0150801,0.155273,0.141762,0.159177,0.1189678,0.1087027,0.1965521,0.1040872,0.1370615,0.1554529,0.1218384,0.0052099,0.0032292,0.0072288,0.1306271,0.1731673,0.1279884,0.0238309,0.019853,0.1567017,0.1986705,0.1158448,0.0075024,0.1438265,0.1145302,0.0030583,0.1518191,0.1296889,0.1168066,0.107477,0.039175,0.0036356,0.1256678,0.2364457,0.0088663,0.1507251,0.0028147,0.1210402,0.1604991,0.1517475,0.0005403,0.2399756,0.1074341,0.1414101,0.0023907,0.1490825,0.1390495,0.1253228,0.0021426,0.1826344,0.1637609,0.1149102,0.0087838,0.1438972,0.0108598,0.1434683,0.0024687,0.1403199,0.1386642,0.1446345,0.0038808,0.1517809,0.1267946,0.1451409,0.0019451,0.0021858,0.1838795,0.0106923,0.1806115,0.1706753,0.1565916,0.1403748,0.1796422,0.1728921,0.0104748,0.0840679,0.1426555,0.1369922,0.0003431,0.1312996,0.0072485,0.1307556,0.1229569,0.1493091,0.0914432,0.1361304,0.0992975,0.0868596,0.100115,0.1390496,0.1268023,0.1176076,0.1494629,0.1192826,0.1375011,0.1479423,0.0934258,0.1217242,0.1436431,0.1344301,0.1433363,0.0977178,0.1282528,0.1732656,0.139518,0.103455,0.167767,0.1573196,0.1690461,0.0863923,0.1108866,0.1291877,0.1317476,0.1183883,0.1062487,0.1254132,0.1445341,0.1583583,0.1002343,0.1450279,0.1837912,0.1095455,0.1008248,0.2054533,0.0871217,0.1481686,0.2006648,0.1129845,0.1262698,0.1418055,0.1731191,0.1596886,0.0739651,0.1230188,0.1564623,0.1254751,0.132645,0.1312611,0.1262914,0.1077581,0.1372109,0.1228548,0.2054808,0.1348466,0.1572223,0.167068,0.1316974,0.129908,0.0993339,0.146804,0.1178725,0.154846,0.1593917,0.1337031,0.1091891,0.1329379,0.1512683,0.1369491,0.1253911,0.1488693,0.1555221,0.1403919,0.1385406,0.1303213,0.1423132,0.1406881,0.1117823,0.111284,0.1377677,0.1361365,0.1191141,0.1101166,0.1130232,0.1787517,0.140955,0.1310793,0.1071052,0.1415479,0.1602175,0.1034683,0.1538419,0.171342,0.1011772,0.1422705
G45,0.5661181,0.5705541,0.4871913,0.5698713,0.5586255,0.5484087,0.489887,0.5995803,0.5327332,0.648491,0.5435767,0.5496174,0.5949726,0.4811034,0.5700599,0.5556387,0.5586653,0.5870012,0.5848922,0.5248,0.5916965,0.6250953,0.5513501,0.517797,0.6320215,0.5862032,0.4314043,0.5710518,0.5093041,0.4726024,0.4176738,0.6134465,0.6179705,0.5971763,0.5833695,0.5871594,0.5611372,0.5809202,0.5214336,0.3920461,0.4229392,0.5258006,0.6707635,0.4938747,0.5066881,0.5172449,0.6461812,0.5177415,0.5634626,0.4939387,0.59084,0.5248796,0.6204798,0.6689576,0.7399938,0.4781005,0.5486496,0.4791356,0.4985448,0.4760546,0.4754355,0.5495382,0.5384472,0.4098574,0.5562873,0.5817245,0.5170395,0.6092707,0.5360853,0.5779295,0.430941,0.7079758,0.6561921,0.6108362,0.6085203,0.4523299,0.5237165,0.6814912,0.4004624,0.4469816,0.5570773,0.6155933,0.5227018,0.705936,0.4663179,0.6105059,0.5142363,0.643134,0.474286,0.5456538,0.4959788,0.6412929,0.5703217,0.4385564,0.6869497,0.6290693,0.3868137,0.558595,0.6016293,0.5855661,0.4946995,0.5849741,0.5152624,0.6708748,0.5978743,0.5005982,0.6013572,0.4933938,0.5255585,0.6527333,0.4421265,0.5175936,0.489837,0.5632288,0.4584901,0.5355349,0.7182494,0.5970125,0.5208761,0.5131056,0.6634908,0.393189,0.5710903,0.4161271,0.5706409,0.5360577,0.5140787,0.529975,0.5947692,0.5565104,0.5298,0.4592549,0.5071896,0.6247702,0.6543767,0.4984049,0.6539038,0.6439013,0.4683103,0.5481892,0.4475615,0.548319,0.5281591,0.5280169,0.5495953,0.5416025,0.6064127,0.5369843,0.4832143,0.6108987,0.4555356,0.5105537,0.5703293,0.5431908,0.5816489,0.5522702,0.6205624,0.5695527,0.5027473,0.4715437,0.6109872,0.6502747,0.5207235,0.5699046,0.6394641,0.4521295,0.5784958,0.4772426,0.4746255,0.5057756,0.5640455,0.476722,0.6207098,0.5265236,0.5941268,0.5366533,0.5750399,0.5171933,0.5995298,0.4870023,0.5450888,0.5739263,0.5204309,0.4324209,0.4489712,0.4388193,0.6811183,0.4724927,0.5022339,0.5636299,0.4795504,0.6005234,0.4875382,0.6241118,0.593938,0.4486106,0.7023022,0.57191,0.5087852,0.685981,0.571686,0.6640014,0.643851,0.5208005,0.4554984,0.4752901,0.4277155,0.4610895,0.5999228,0.5883885
G46,0.6215616,0.8591805,0.7607506,0.7225506,0.7503001,0.7002413,0.6884873,0.6616645,0.7721809,0.744897,0.7131706,0.7420507,0.8100894,0.7355616,0.8626297,0.6484863,0.7613536,0.6232424,0.649503,0.7255204,0.6448953,0.6823295,0.5016788,0.7591185,0.737703,0.7822743,0.7291903,0.7470228,0.6673807,0.7069824,0.6568783,0.6628617,0.7344799,0.7365417,0.711495,0.6320971,0.7017667,0.7148424,0.5868795,0.6561192,0.7149533,0.6833631,0.7172001,0.6539997,0.8124036,0.7313221,0.6686293,0.7595231,0.7263001,0.7947361,0.8226046,0.7161507,0.5408256,0.6978798,0.6389469,0.5665977,0.8124701,0.761513,0.6995302,0.6586812,0.8139526,0.7584336,0.6043224,0.6672778,0.6937983,0.6462384,0.7369507,0.5576176,0.6943664,0.7770236,0.6393759,0.5586092,0.7168916,0.5709674,0.7331337,0.744193,0.6535192,0.6970261,0.6471008,0.5780776,0.6450983,0.6489699,0.6547438,0.673389,0.7166765,0.7054067,0.8349247,0.6184465,0.7497451,0.6438024,0.6261898,0.6910164,0.7001103,0.6611269,0.596484,0.6798622,0.6761457,0.7513474,0.5916743,0.7044775,0.6224719,0.7008194,0.589349,0.701135,0.7659383,0.7564775,0.6201025,0.8471305,0.744579,0.6065711,0.6264831,0.5976001,0.7160794,0.8202358,0.6481736,0.6713797,0.7815705,0.6082737,0.6263877,0.6529701,0.6883546,0.8339817,0.5975605,0.7377854,0.6704536,0.7047761,0.6956631,0.6756552,0.7424078,0.7019295,0.7490033,0.5689576,0.702478,0.634249,0.6877215,0.8741078,0.8251413,0.750305,0.6201011,0.7355511,0.7843689,0.7078891,0.6941513,0.7851552,0.8493376,0.6891576,0.7710992,0.7371745,0.7496975,0.6035458,0.6672865,0.68858,0.6633233,0.6754384,0.7612938,0.7843802,0.6100493,0.5802974,0.6822833,0.7009408,0.6749922,0.6647152,0.8234792,0.7554053,0.7256059,0.5651194,0.7756389,0.7040292,0.6182415,0.6502002,0.5678031,0.7345515,0.7049917,0.6229921,0.5723556,0.7346479,0.6680353,0.7412611,0.7484466,0.6241366,0.7080707,0.7962619,0.8020638,0.6905856,0.6546864,0.5706569,0.7178571,0.7278167,0.6541913,0.6875137,0.7639752,0.6390718,0.6382483,0.6471143,0.6729823,0.642735,0.683758,0.698786,0.6900185,0.607639,0.6425103,0.6252059,0.6642688,0.6973649,0.7728333,0.6547984,0.7155843,0.7566487,0.8342323,0.5943197
G47,0.0924905,0.0689507,0.0916234,0.0758418,0.0457924,0.0583195,0.0692064,0.0655426,0.0592055,0.0684681,0.0478596,0.0485863,0.1216324,0.0407301,0.073696,0.043231,0.0647463,0.1102011,0.0510215,0.0275816,0.085718,0.0306827,0.0125594,0.0723907,0.021077,0.0707469,0.0588152,0.0561045,0.0857298,0.0556065,0.1670492,0.0889147,0.0127989,0.1069766,0.091389,0.13271,0.0620085,0.0914178,0.1123734,0.0033454,0.1564541,0.2406599,0.1003555,0.0051519,0.0591625,0.084489,0.0652308,0.0252589,0.0690361,0.2006285,0.0250512,0.1414318,0.2332737,0.0607812,0.0308034,0.2004951,0.0201141,0.0983965,0.0722283,0.3109416,0.0001186,0.1214458,0.0579641,0.2264751,0.0667198,0.4175454,0.098457,0.1904778,0.0678482,0.0296614,0.0613491,0.24616,0.0737644,0.0199922,0.0491932,0.3076624,0.0943839,0.0547272,0.0018251,0.1910757,0.0797926,0.096516,0.0700558,0.2577741,0.2807828,0.0155934,0.0005315,0.0882426,0.065279,0.209802,0.0469943,0.0813588,0.2030716,0.0077863,0.0781145,0.0591065,0.3211893,0.2866679,0.0131561,0.0584116,0.0614518,0.317193,0.3785953,0.0402768,0.0519841,0.3136406,0.0078573,0.0583595,0.0295597,0.0589865,0.1269081,0.0323412,0.1452185,0.0452753,0.0754464,0.2283421,0.0884346,0.0482689,0.2675289,0.2210632,0.2001752,0.0843526,0.0719937,0.0478122,0.1049775,0.169858,0.0757977,0.1577932,0.0518593,0.0262198,0.1136471,0.0601908,0.0765821,0.0790622,0.080938,0.1494314,0.0718595,0.0288236,0.0511297,0.0431148,0.0706654,0.0622711,0.0647208,0.063232,0.0534853,0.0966146,0.0690883,0.0933513,0.0842121,0.0764866,0.1264377,0.0402312,0.0531057,0.0542721,0.0717308,0.0873649,0.0693904,0.0584483,0.0423262,0.0974022,0.0758225,0.0834296,0.0410503,0.0442359,0.058921,0.0473441,0.0527885,0.1266217,0.0532962,0.1059572,0.0501719,0.0726646,0.035355,0.0601459,0.0474965,0.0671999,0.0492078,0.0796584,0.0649336,0.0498033,0.041632,0.0624182,0.0619814,0.0408943,0.0415323,0.0746441,0.0354458,0.0550497,0.0617998,0.0638913,0.0434834,0.0621694,0.0742032,0.0770018,0.0698,0.0867053,0.0885435,0.0595229,0.1102512,0.0544331,0.0448739,0.0579739,0.0937987,0.075625,0.0625066,0.036373,0.0642283,0.0770657,0.0632444,0.0673254
G48,0.6105979,0.7032134,0.5689153,0.7693475,0.6271229,0.6626375,0.6541471,0.6577739,0.7094593,0.6935006,0.7179458,0.6423076,0.7121159,0.7665905,0.8319631,0.7195889,0.789273,0.6234898,0.5460668,0.743271,0.6371676,0.7903322,0.7620422,0.7471528,0.6541079,0.6111411,0.676469,0.6760948,0.6845106,0.7259467,0.6138443,0.7414823,0.6078095,0.7069524,0.7200798,0.6596381,0.8405907,0.6707379,0.7521578,0.6508458,0.6380609,0.7153693,0.7064346,0.8342895,0.8090304,0.7556245,0.5979135,0.713372,0.7792228,0.7483097,0.6483737,0.6740567,0.6765718,0.6826337,0.757224,0.736059,0.701375,0.6193339,0.7729013,0.6510658,0.7261952,0.7034762,0.8084877,0.6028273,0.835648,0.6202581,0.6917122,0.757535,0.6602943,0.5728925,0.5268947,0.6487303,0.6254753,0.6274959,0.6466837,0.801482,0.7378358,0.5522344,0.6112044,0.6884192,0.5982485,0.6410335,0.6118396,0.7753653,0.8088103,0.7410993,0.8367125,0.6285401,0.7871175,0.6825244,0.6885778,0.7015654,0.6533691,0.648561,0.6743933,0.7069887,0.6862632,0.7137679,0.9165989,0.671095,0.671901,0.6269172,0.6369671,0.7011889,0.8250256,0.6679474,0.6697712,0.6546745,0.8664768,0.6316318,0.6095526,0.7077352,0.6971261,0.7748085,0.7042209,0.7132088,0.7192379,0.6305695,0.7805411,0.625247,0.6910739,0.6359333,0.7888351,0.8919241,0.6366754,0.7788728,0.7314894,0.6124509,0.8223269,0.6961112,0.5544231,0.7007192,0.6570466,0.6579089,0.7081066,0.7344552,0.7439833,0.6574396,0.8362051,0.7401818,0.5835291,0.6431237,0.7192061,0.7518219,0.8210733,0.7164594,0.62922,0.6672605,0.8113123,0.690561,0.7622803,0.7757454,0.6938476,0.7016008,0.6284659,0.7937755,0.7224396,0.6447766,0.8394942,0.7536178,0.6800807,0.7436697,0.5411151,0.7158952,0.7495573,0.6060901,0.7673804,0.6911413,0.787005,0.5807884,0.748262,0.6385978,0.6302449,0.6993141,0.6754288,0.5712877,0.7072984,0.685218,0.6816574,0.810722,0.6218013,0.7650117,0.8307042,0.7433385,0.833654,0.7269394,0.7984785,0.6240602,0.629339,0.7101672,0.7697333,0.6974155,0.666308,0.7242048,0.8205113,0.8135295,0.6579871,0.6369543,0.7199494,0.6075936,0.7006612,0.7104764,0.7070542,0.633329,0.6156992,0.8277034,0.7215844,0.6037195,0.7061665,0.639622
G49,0.0491739,0.0240168,0.0426913,0.0956781,0.0429186,0.0286607,0.0382231,0.0270779,0.0595759,0.0365391,0.0140397,0.0201379,0.0260833,0.0289443,0.0166874,0.0341073,0.0409898,0.0247933,0.0190708,0.0341576,0.04157,0.0188714,0.0376371,0.0270917,0.0455101,0.0163386,0.0390123,0.0017908,0.0195774,0.0324458,0.019181,0.0046876,0.0206919,0.0108631,0.0148734,0.0297541,0.0309593,0.0126964,0.036445,0.0398444,0.0649926,0.0652376,0.0008502,0.0213284,0.0343223,0.0325067,0.0244778,0.0287268,0.0308901,0.0567706,0.0873471,0.039182,0.0347212,0.005861,0.0546342,0.0929655,0.0401825,0.0223615,0.0364078,0.0286808,0.0378557,0.0054604,0.0390728,0.0345205,0.0459212,0.042151,0.0295778,0.0483363,0.0053986,0.1117339,0.0648327,0.0688461,0.0322949,0.2855247,0.0398167,0.0171518,0.0582032,0.0037356,0.0391451,0.0637974,0.0230263,0.0080858,0.0536667,0.0152949,0.0402729,0.301803,0.0442649,0.0253309,0.0292229,0.0382543,0.0626957,0.0195922,0.0284937,0.0564814,0.0278102,0.0137777,0.0218079,0.0324789,0.3328554,0.0269881,0.0311867,0.01162,0.0428509,0.0214461,0.0699382,0.0366667,0.0121084,0.0547334,0.2712359,0.0186334,0.0516826,0.0271931,0.0495652,0.2475465,0.0216684,0.0293361,0.0160858,0.0183395,0.0344197,0.0294883,0.0221047,0.0550419,0.04659,0.0893028,0.0251355,0.0254601,0.0252458,0.0276498,0.0262459,0.0499108,0.0306691,0.039144,0.0351526,0.0204031,0.052658,0.0065464,0.0465032,0.0193231,0.0355734,0.0205805,0.0161961,0.0216814,0.0486377,0.037257,0.051112,0.0326661,0.0251267,0.0184242,0.0213183,0.0302843,0.0264866,0.0235138,0.0199337,0.0164527,0.0296214,0.018622,0.0279839,0.0469626,0.0280396,0.0356838,0.0284282,0.0186311,0.0341373,0.0240372,0.0409961,0.0280863,0.029393,0.0402396,0.0441436,0.0247522,0.0159181,0.0360917,0.0274438,0.0166377,0.024324,0.0687421,0.0316579,0.0159309,0.0385952,0.0339569,0.0531721,0.0375168,0.046909,0.0388396,0.0274283,0.0113805,0.030104,0.0363478,0.0206314,0.0221105,0.0240476,0.0611435,0.0411697,0.0393916,0.0474651,0.062251,0.0387,0.0144456,0.0313164,0.0414144,0.0523777,0.0269877,0.0476733,0.0322282,0.0432063,0.0150973,0.0229887,0.0381194,0.0301536,0.0201689
G50,0.2346438,0.1931396,0.2563902,0.2298097,0.209544,0.2171827,0.2088191,0.1751332,0.2276298,0.1928194,0.1693887,0.1623039,0.2198175,0.0289642,0.1818648,0.0498864,0.1919496,0.2158032,0.0369297,0.2046991,0.2003664,0.0144308,0.2087373,0.0054114,0.1898539,0.134434,0.1582175,0.1768692,0.0098184,0.1319209,0.0007088,0.1403444,0.1766892,0.0019187,0.000688,0.181683,0.1929605,0.144901,0.1574894,0.1983586,0.1317714,0.0032152,0.1294355,0.1477102,0.1949077,0.1605257,0.0002349,0.1518528,0.2065506,0.0006308,0.134818,0.229107,0.0005972,0.2049501,0.0009164,0.1607212,0.1286657,0.1397525,0.1637154,0.0096822,0.1529541,0.1226909,0.1734806,0.1785446,0.1751268,0.0120282,0.1891005,0.0042443,0.0013326,0.1488825,0.125822,0.0004002,0.0020427,0.1729264,0.1995904,0.0043592,0.2233575,0.1483254,0.20703,0.2203215,0.1817204,0.1798792,0.1302633,9.14e-05,0.0077161,0.1803532,0.1599465,0.0006516,0.1838506,0.2066801,0.1804237,0.1338148,0.1930578,0.1258116,0.1204921,0.0010445,0.0056346,0.0004444,0.2010079,0.2283977,0.1208581,0.0009753,0.1977792,0.0028015,0.1414676,0.0041174,0.1991513,0.1820797,0.1625134,0.1516864,0.1431435,0.2412541,0.2218192,0.1562041,0.1665365,0.1280262,0.1554362,0.0973797,0.1944417,0.1686607,0.1614569,0.1745346,0.2405589,0.1564592,0.1554067,0.1913606,0.1704791,0.152918,0.1988066,0.128286,0.1178134,0.1573543,0.1489177,0.1735042,0.1774005,0.1437506,0.1336203,0.1401248,0.1523074,0.2105589,0.1440438,0.1700355,0.1847632,0.1456482,0.2419538,0.1398539,0.1897786,0.1867906,0.150228,0.1437293,0.1606101,0.1618388,0.1911806,0.1596129,0.1733711,0.1464485,0.2219894,0.1444211,0.231253,0.1576416,0.1683912,0.1027188,0.17929,0.1922202,0.1389373,0.2320633,0.1646017,0.1657816,0.1809377,0.1622329,0.1656931,0.2273802,0.1369443,0.2172353,0.2226795,0.1737579,0.1360147,0.1422619,0.1792494,0.1997737,0.2201217,0.156435,0.1694661,0.1606577,0.1668533,0.1752477,0.2746188,0.1195518,0.1777629,0.1525805,0.1790807,0.2176458,0.1904784,0.1581049,0.2182064,0.1763731,0.1522412,0.2250691,0.1330415,0.1912507,0.1495166,0.1969485,0.1792261,0.1471362,0.2200735,0.1439354,0.2211789,0.1850207,0.1969897,0.1640144
