	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
TS_6_9	0.4496631	0.0097876	0.3796985	0.2876095	0.5467783	0.5144288	0.3546596	0.1605537	0.239791	0.119431	0.745192	0.3169246	0.8431713	0.5561771	0.014566	0.5560705	0.7826435	0.4315725	0.0836236	0.6182167	0.6789694	0.1550396	0.2299853	0.2646128	0.5202936	0.5064499	0.6607226	0.4946206	0.2248398	0.1336794	0.5542385	0.7169691	0.1580972	0.0303971	0.4701819	0.1254211	3.9e-06	0.2493508	0.6098128	0.7440303	0.4201906	0.3969539	0.1210768	0.0023672	0.0434846	0.8322405	0.1783884	0.0008212	0.1122244	0.272297
TS_6_10	0.385054	0.0021862	0.448961	0.4622039	0.5958	0.5825238	0.3104389	0.1329964	0.2080501	0.1725051	0.7061235	0.3083312	0.6482828	0.4533639	0.0230008	0.5367687	0.8036772	0.461203	0.045285	0.5840151	0.5899883	0.1484048	0.2993817	0.2963118	0.2640933	0.5453693	0.6305181	0.5653917	0.1682728	0.2705869	0.5607115	0.7006225	0.111547	0.0145427	0.4749862	0.1213793	0.0002625	0.2348094	0.5624992	0.6551521	0.5542817	0.4496892	0.1262938	0.0124703	0.0346632	0.8148936	0.2009201	0.0010499	0.1594475	0.2800055
TS_6_11	0.3861623	0.0065936	0.6334285	0.6443217	0.3742165	0.6390767	0.2461557	0.2108705	0.2069952	0.1421244	0.7039813	0.3058766	0.5944448	0.6060209	0.2491849	0.6243611	0.8689439	0.5060946	0.0656059	0.7420717	0.645105	0.0954895	0.321599	0.2005735	0.1973485	0.3968109	0.5835138	0.4547394	0.5470576	0.1526339	0.4575547	0.6840789	0.1043263	0.0089442	0.4621788	0.1316914	7.39e-05	0.2969447	0.6448854	0.6216913	0.5754392	0.4391961	0.077521	0.0308398	0.07071	0.6384809	0.5893522	0.0178743	0.2440417	0.5221669
TS_6_12	0.4281193	0.0103441	0.6025853	0.5731777	0.2825188	0.7515853	0.2443848	0.3759492	0.168963	0.0554033	0.7427731	0.2272489	0.7374579	0.6856023	0.2127107	0.5312872	0.8112998	0.4806747	0.0622623	0.7104018	0.4877404	0.1114947	0.4081175	0.2950284	0.3059285	0.3771596	0.606536	0.6140849	0.6507132	0.2563368	0.5729991	0.7325778	0.1316091	0.0060209	0.4874872	0.087013	7.94e-05	0.1775346	0.7413734	0.6237046	0.7585226	0.5102308	0.0496394	0.0453788	0.0325306	0.7192969	0.6513101	0.0051102	0.1674643	0.6415448
TS_6_13	0.4960824	0.0019167	0.686102	0.6348006	0.2710493	0.7475335	0.2952315	0.4545756	0.1399495	0.0605327	0.5757775	0.2143052	0.5203921	0.5872467	0.1031465	0.7590723	0.5935647	0.6551331	0.0687532	0.7933809	0.1219562	0.0434854	0.5783082	0.197113	0.1126284	0.2021997	0.6429723	0.5678154	0.6880883	0.3135128	0.5912697	0.7381384	0.0534115	0.0033478	0.4757274	0.0747075	0.0003602	0.0652746	0.6729949	0.6865729	0.6876313	0.5237637	0.0445014	0.0138016	0.0654042	0.6589149	0.6408719	0.0082414	0.1364617	0.6776327
TS_6_14	0.4298258	0.0016198	0.680085	0.6388929	0.2227739	0.7545791	0.2728416	0.6449643	0.2069062	0.0500808	0.819481	0.1403719	0.5837678	0.7292042	0.0956117	0.6235536	0.6659181	0.7973377	0.0358338	0.7885674	0.0724148	0.027149	0.6156368	0.2593485	0.1936877	0.1544173	0.5435769	0.4778176	0.7763885	0.3780488	0.6187496	0.767833	0.0663557	0.0	0.3348446	0.0592807	0.000331	0.071786	0.6822983	0.5391497	0.661083	0.3834929	0.0395635	0.0203235	0.0753508	0.8222751	0.8180522	0.0110228	0.1150901	0.7611292
TS_6_15	0.423683	0.0011443	0.6780229	0.6518908	0.2482048	0.7199895	0.2393906	0.626289	0.1541238	0.1076694	0.6071241	0.1200242	0.5909209	0.7226674	0.0508512	0.8215208	0.7074817	0.7520077	0.1082008	0.7488864	0.042195	0.0202568	0.704673	0.2431984	0.0902901	0.1502777	0.6233806	0.4112663	0.730854	0.4004359	0.5555893	0.718132	0.0423083	0.0001617	0.4093829	0.0333262	0.000106	0.0310262	0.7836119	0.6935054	0.595507	0.439758	0.034892	0.0063996	0.0611475	0.7325109	0.6530731	0.0014624	0.0915757	0.6666475
TS_6_16	0.4777602	0.0045571	0.6401249	0.6258589	0.2601578	0.6745924	0.2218113	0.5973323	0.155953	0.0583411	0.6304756	0.1680973	0.6815909	0.7326486	0.0474619	0.6397382	0.6710042	0.5745144	0.0299091	0.715161	0.014543	0.0158442	0.7195581	0.3190973	0.1207186	0.1230318	0.4714918	0.2668788	0.6595234	0.4023291	0.5939837	0.8185786	0.0499242	7.23e-05	0.3488578	0.0257735	0.0005481	0.07742	0.8080151	0.6725355	0.6833864	0.3545539	0.0402183	0.013226	0.0462456	0.7014366	0.7178195	0.003671	0.0907758	0.6641946
TS_6_17	0.536739	0.0070124	0.7270215	0.6870607	0.2509565	0.6935162	0.2636428	0.7288336	0.1627015	0.0305143	0.7572755	0.1723566	0.7335499	0.7770644	0.0410716	0.6427716	0.7355327	0.6540699	0.0561007	0.7827336	0.046095	0.0085513	0.6826396	0.3016765	0.2084623	0.1577055	0.4473083	0.2455613	0.7180597	0.5102946	0.701062	0.7419284	0.0252829	0.0003559	0.4033032	0.0209313	0.0002533	0.099208	0.6794543	0.7777632	0.809619	0.3811673	0.0455848	0.0111915	0.0309841	0.5844389	0.6829821	0.0004023	0.1009203	0.6631905
TS_6_18	0.3693969	0.0026264	0.7316524	0.6441021	0.2546208	0.668356	0.2204786	0.5720519	0.1872174	0.0127704	0.6877773	0.1411644	0.6091856	0.5238412	0.0678848	0.5363163	0.7134084	0.659466	0.0418624	0.7622099	0.0245353	0.0218905	0.7277811	0.243024	0.1486151	0.1462314	0.6005179	0.1901035	0.7419479	0.3581251	0.659604	0.7806715	0.0334339	0.0035224	0.4583779	0.0166837	0.0002079	0.0637831	0.7706319	0.6234578	0.805555	0.3951813	0.0251387	0.015413	0.0469813	0.7457906	0.6263306	0.0036123	0.1414922	0.7268577
TS_6_19	0.4324916	0.002282	0.7145653	0.5978689	0.2834034	0.7885609	0.2617556	0.6420602	0.2137388	0.0352553	0.6950025	0.1243343	0.5064097	0.7394276	0.0860558	0.6130514	0.7809856	0.5772093	0.0432168	0.6519169	0.029678	0.0030324	0.6408026	0.3215941	0.1170504	0.0975526	0.5955867	0.1270865	0.613749	0.3873744	0.6245369	0.8062671	0.0333353	0.0004404	0.3483244	0.0375969	3.21e-05	0.103803	0.7078951	0.595877	0.6983735	0.4068818	0.0420134	0.0208691	0.0200434	0.7601064	0.8315575	2.93e-05	0.1200345	0.816103
TS_6_20	0.3863573	0.0019097	0.7164974	0.5988914	0.2856097	0.6668351	0.2355367	0.5806261	0.1528697	0.046333	0.7208936	0.1662092	0.6374461	0.653618	0.018866	0.7803432	0.7485703	0.638017	0.0526916	0.7772905	0.0446682	0.0160326	0.6936511	0.3549349	0.10314	0.1458804	0.5963523	0.1938552	0.8549654	0.3255	0.7536113	0.7294705	0.0700281	0.0001031	0.4437461	0.0320551	0.0004835	0.054692	0.6223399	0.7085835	0.574269	0.3357241	0.0310131	0.0204489	0.0468923	0.7493822	0.6806447	0.0020563	0.1541698	0.6404811
TS_7_0	0.4187607	0.0116591	0.6865262	0.862309	0.2656448	0.8528975	0.1914713	0.4847414	0.1737694	0.0483848	0.6683433	0.1085517	0.607817	0.7608159	0.0362082	0.7265095	0.6261061	0.5885324	0.0372301	0.6686269	0.024685	0.0159347	0.621169	0.2166128	0.1167119	0.112078	0.5806166	0.1482241	0.6944149	0.4734324	0.65951	0.8867286	0.0296045	0.0005312	0.4634616	0.0590215	1e-07	0.0830222	0.6599484	0.6469722	0.8383961	0.4202821	0.0271901	0.0256625	0.0426798	0.6608255	0.6053923	0.0111542	0.092337	0.7824611
TS_7_1	0.1769486	0.0002103	0.4556784	0.5574642	0.3307099	0.2407477	0.24339	0.6454361	0.1401965	0.0382514	0.7492988	0.0901758	0.5632878	0.7030115	0.0775868	0.7357001	0.728471	0.8154833	0.0335804	0.699443	0.0157146	0.018763	0.7245651	0.1919686	0.0129391	0.1253203	0.5940326	0.4675937	0.7787994	0.1247075	0.7159673	0.7373693	0.2335405	0.0017399	0.343223	0.0390919	3.24e-05	0.0674868	0.5135862	0.6796475	0.727276	0.4539898	0.2431278	0.0055225	0.044436	0.2730096	0.1228429	0.0091874	0.1467819	0.5326167
TS_7_2	0.0615023	0.0	0.4803863	0.5613353	0.2795677	0.0746334	0.3549076	0.6543782	0.1932005	0.0616193	0.7457499	0.1473976	0.5688071	0.6945005	0.0479733	0.72486	0.607639	0.7124388	0.0165652	0.7532124	0.0321571	0.014332	0.7458283	0.2158774	0.0035442	0.1185864	0.5732757	0.4980302	0.6709067	0.1031728	0.6795192	0.6479818	0.3142323	0.0012276	0.3659999	0.0633584	0.0006941	0.0484899	0.5730864	0.710266	0.7007395	0.534423	0.2340972	0.0259343	0.0694677	0.1785867	0.0582968	0.0070539	0.2775893	0.5127592
TS_7_3	0.0155167	0.0009883	0.4147417	0.4938892	0.2258554	0.0369709	0.403177	0.6843951	0.2158102	0.0831819	0.6243012	0.1389066	0.5915091	0.648208	0.0708026	0.587767	0.7373389	0.6798988	0.0170209	0.773498	0.0171631	0.0255705	0.7226643	0.2233662	0.0002843	0.1341179	0.7113421	0.539053	0.6538871	0.0943863	0.6514223	0.677798	0.5172793	0.0	0.4819751	0.0152159	0.0	0.0714505	0.2818335	0.637539	0.7547964	0.3387606	0.3288297	0.0543982	0.1376357	0.1169808	0.0264872	0.0170639	0.3646585	0.3475905
TS_7_4	0.0025844	0.0029877	0.2464091	0.5006815	0.3050991	0.0338293	0.563263	0.6474754	0.1700003	0.0931619	0.7571495	0.1801364	0.4908446	0.6439921	0.0660729	0.6477691	0.6756455	0.6237358	0.0028865	0.7486915	0.0235172	0.0072969	0.7483697	0.2230676	0.0033072	0.1416511	0.5738936	0.6567249	0.6387428	0.15408	0.713802	0.7543461	0.5649568	0.0005564	0.4152894	0.0395415	0.0	0.0549526	0.3958665	0.6562959	0.7260721	0.3170472	0.331653	0.0825433	0.2118363	0.1558785	0.0300251	0.0706484	0.3283594	0.1117262
TS_7_5	0.0009919	0.0007745	0.2553504	0.4519433	0.3053537	0.0225994	0.6495545	0.5683243	0.2127917	0.0527463	0.6479259	0.1259964	0.4906284	0.6887294	0.0458289	0.7087271	0.613077	0.6582172	0.0017778	0.6663567	0.0267995	0.0152839	0.7728695	0.2050008	0.0008893	0.0794104	0.5317956	0.6169285	0.7265702	0.1503837	0.7777689	0.7431994	0.613032	6.06e-05	0.5020218	0.0290017	0.002627	0.0975905	0.4950476	0.5622144	0.7504076	0.4065064	0.3328294	0.0852123	0.1785462	0.107778	0.0456607	0.0973078	0.2845026	0.0406094
TS_7_6	0.0001445	0.0002541	0.337885	0.5228343	0.3298059	0.0337352	0.5377103	0.5846284	0.2238669	0.0647053	0.7448286	0.1951644	0.7461226	0.7308781	0.0434186	0.6137804	0.5958811	0.7095725	0.0011375	0.8425294	0.0198174	0.0239964	0.5630077	0.2664853	0.000405	0.0935186	0.5030847	0.5189815	0.5667676	0.092405	0.7261091	0.7594848	0.7564963	0.0001788	0.4903526	0.0804555	0.0010137	0.0758265	0.6482091	0.6665531	0.6013992	0.4778721	0.3348185	0.143356	0.2466075	0.1115435	0.0247582	0.0889785	0.5029821	0.0735892
TS_7_7	0.0077391	0.0011034	0.3513456	0.5529233	0.2350027	0.0266396	0.501796	0.5550663	0.2201196	0.0800473	0.708137	0.2012565	0.6331154	0.5902256	0.1047109	0.6872044	0.6712658	0.6144059	0.0	0.683143	0.0236541	0.0299379	0.6802384	0.2083597	0.000257	0.1016184	0.5989658	0.5411405	0.7712177	0.1377713	0.7758806	0.9338819	0.6079706	0.0004604	0.4747055	0.0391931	2.7e-05	0.0638442	0.3996154	0.671139	0.6993883	0.4080265	0.2623183	0.1819921	0.1443481	0.069409	0.0303512	0.0776163	0.443574	0.0240422
TS_7_8	0.0002176	0.0002458	0.3743235	0.4983462	0.2197869	0.0321161	0.5962529	0.5370612	0.1493515	0.0664302	0.6912798	0.1648901	0.5392978	0.7029095	0.0685225	0.5899456	0.8077263	0.8566288	0.000881	0.6239555	0.063572	0.0294686	0.7471449	0.2007011	0.0004351	0.0949176	0.5610555	0.5216347	0.7220192	0.0857498	0.8157758	0.8329354	0.6779299	0.0001543	0.440004	0.0432167	0.0003238	0.0990126	0.326031	0.598696	0.8344135	0.4012139	0.3217875	0.1523988	0.137695	0.1090844	0.0385971	0.0956229	0.3985795	0.0137503
TS_7_9	4.06e-05	6.7e-06	0.3363821	0.4791894	0.2585181	0.0468874	0.6818437	0.5971573	0.1299694	0.069751	0.7472047	0.2109913	0.7310407	0.6763945	0.0879934	0.5937282	0.7152107	0.6027155	0.0005597	0.65828	0.0412994	0.0198955	0.5171156	0.2275563	0.0001323	0.0937685	0.4915373	0.6574094	0.6724642	0.0894727	0.7060131	0.7118246	0.7547687	0.0021942	0.4235314	0.0375653	0.0002096	0.0489932	0.5343427	0.7388465	0.7259477	0.4446484	0.308974	0.1129696	0.2131021	0.1465571	0.0446287	0.0938581	0.3729608	0.0322547
TS_7_10	9.96e-05	3.67e-05	0.4059386	0.5434941	0.2716311	0.0294365	0.6540154	0.5914125	0.1654162	0.0468824	0.797898	0.1558069	0.5654915	0.6478762	0.0612258	0.6649001	0.6760341	0.6669867	0.0006958	0.6568845	0.0191994	0.0218401	0.5867309	0.2678796	0.0016581	0.0647752	0.5428743	0.5910806	0.6656022	0.0943825	0.7008523	0.7035963	0.6597727	0.0038229	0.4858482	0.0377423	0.0002555	0.0586384	0.3949864	0.5149855	0.7217691	0.3069099	0.3568766	0.157316	0.208643	0.1058563	0.0207672	0.096298	0.4068879	0.0548258
TS_7_11	0.2493493	0.0019443	0.5122096	0.7262208	0.2614764	0.5941057	0.3724349	0.6210929	0.2072056	0.0319131	0.6358627	0.1529964	0.6186509	0.8115508	0.070126	0.5775205	0.6349459	0.6120789	0.0325114	0.7187201	0.0120139	0.0144816	0.8003409	0.2192947	0.080206	0.1213199	0.6136398	0.249066	0.6843839	0.4341374	0.5345751	0.7866523	0.3907994	0.0016627	0.4769736	0.0336944	0.0004964	0.096336	0.6781873	0.6314614	0.7660942	0.4473464	0.1070077	0.1021673	0.1379373	0.4093902	0.6014345	0.0772596	0.2845626	0.4057386
TS_7_12	0.3777112	0.0045449	0.7220997	0.6573381	0.3055403	0.5338215	0.3238566	0.5914542	0.2086175	0.0602295	0.7352232	0.1693311	0.6308074	0.53298	0.0830977	0.7251163	0.6647944	0.805567	0.0394641	0.7375399	0.0097997	0.0267836	0.8127752	0.2187897	0.1539483	0.0947765	0.5454968	0.1406812	0.726872	0.4690313	0.7401991	0.7155415	0.1516408	0.0004067	0.481143	0.0706746	1.3e-06	0.0788849	0.6371317	0.6526275	0.7816384	0.435567	0.0343535	0.0333619	0.0602416	0.6710267	0.6866858	0.041011	0.1774626	0.6205052
TS_7_13	0.365286	0.0103119	0.7847205	0.668275	0.3232579	0.5941058	0.2458064	0.5739101	0.1875137	0.0759509	0.7524674	0.1840662	0.512366	0.7227638	0.051133	0.5892617	0.7536011	0.5655738	0.0719568	0.6308457	0.040084	0.0137955	0.6501957	0.2317453	0.0980342	0.0609229	0.4744153	0.1407365	0.7546707	0.4031311	0.6214889	0.7936192	0.0939278	0.0010112	0.3937195	0.0454444	0.0017306	0.0482437	0.7049958	0.7797994	0.5892263	0.5132928	0.0673922	0.0294918	0.0226751	0.7735527	0.837313	0.0129016	0.1540723	0.7518457
TS_7_14	0.4676929	0.0034441	0.6795064	0.7926182	0.3114427	0.5436076	0.2593736	0.6993314	0.1568824	0.0451045	0.7991271	0.1493189	0.6528655	0.6497745	0.0637246	0.7161318	0.6621671	0.7703883	0.0438391	0.7955029	0.0256921	0.0344979	0.6235108	0.2124094	0.1523939	0.0822497	0.5199636	0.1284028	0.7688733	0.3606576	0.6326639	0.7575767	0.0545704	0.0016919	0.5043941	0.0359953	9.73e-05	0.1219443	0.7005843	0.6316962	0.5967292	0.4762339	0.0486891	0.0193657	0.0315895	0.6645861	0.6024554	0.0102885	0.1069434	0.7633928
TS_7_15	0.4280768	0.0020606	0.7233467	0.7626794	0.2778025	0.6916405	0.2197936	0.6835749	0.1464505	0.026594	0.7882665	0.1406259	0.586745	0.7090267	0.0577874	0.764228	0.6787361	0.7054694	0.0615919	0.6367508	0.014664	0.0268258	0.748308	0.3043233	0.1122793	0.121461	0.5707901	0.0598192	0.7254628	0.4304512	0.8326936	0.7180372	0.1188714	0.0004447	0.4453484	0.0250822	7.53e-05	0.0533685	0.746115	0.658371	0.799462	0.493389	0.0448159	0.0278495	0.0388438	0.6876006	0.5544657	0.0010642	0.116003	0.8296074
TS_7_16	0.4960824	0.0010385	0.6294011	0.6025377	0.2679031	0.7783898	0.2435185	0.6211734	0.1629216	0.0479382	0.6890165	0.1253852	0.5862617	0.6201529	0.0867958	0.6128376	0.6993094	0.7061315	0.0456302	0.5875343	0.0188005	0.0178429	0.6152879	0.2700406	0.1593107	0.1546488	0.5892817	0.0991101	0.7956193	0.3610017	0.6727043	0.7300418	0.0328983	0.0	0.4203195	0.0262711	0.0004626	0.0717882	0.667033	0.8021382	0.7740761	0.5511457	0.0562373	0.011028	0.0835104	0.6454642	0.5971006	0.0017256	0.1191865	0.7166829
TS_7_17	0.4215517	0.010797	0.6340526	0.756725	0.2435904	0.7638857	0.2351261	0.6174564	0.1937176	0.0638706	0.7378955	0.1070595	0.6852632	0.8290282	0.1073598	0.7655213	0.6731423	0.6718259	0.0417403	0.555276	0.0149618	0.0248938	0.6704865	0.2836133	0.1697607	0.1084325	0.6172632	0.143517	0.7516599	0.4751054	0.8151488	0.6535282	0.0423821	8.73e-05	0.3605984	0.0532487	9e-07	0.126027	0.6235627	0.6470199	0.586386	0.3976528	0.0430075	0.0156661	0.0590099	0.6820093	0.7612949	0.0035699	0.0968399	0.7416284
TS_7_18	0.4501726	0.0010024	0.7132272	0.6665622	0.2998992	0.7916726	0.1892269	0.6482155	0.1298984	0.0607582	0.7346159	0.145545	0.6477366	0.8263409	0.0631851	0.671312	0.7606147	0.6785789	0.0510832	0.6933287	0.0156909	0.0302807	0.6965384	0.1991074	0.1257768	0.1238584	0.5856096	0.1897876	0.6420085	0.3252674	0.7133086	0.642628	0.0479351	0.0001668	0.3857264	0.0220095	0.0021406	0.0591005	0.7282236	0.7075663	0.7092688	0.4207975	0.0205392	0.0129622	0.0358606	0.8180211	0.6892541	0.0011837	0.1380991	0.7991392
TS_7_19	0.4102806	0.0033536	0.7273426	0.6753058	0.1982657	0.6284787	0.3302366	0.6863332	0.1832198	0.0586423	0.6128935	0.1283682	0.6026489	0.7702803	0.0788193	0.6152313	0.678033	0.5648363	0.0685315	0.7147921	0.019674	0.0206096	0.7835603	0.1987508	0.0983564	0.1341874	0.4764217	0.1452235	0.7413974	0.4474723	0.7534989	0.6863744	0.059656	9.91e-05	0.4278248	0.0211131	0.0001289	0.0505626	0.8177062	0.7254623	0.7343601	0.4034962	0.039401	0.0138562	0.0443815	0.6582172	0.6065573	0.0012773	0.1070944	0.6348241
TS_7_20	0.4631956	0.0022138	0.7140826	0.686677	0.2887167	0.6472032	0.2588165	0.711078	0.1343361	0.0431787	0.7442706	0.1403575	0.5803855	0.6753299	0.0686366	0.6210965	0.765286	0.6437195	0.0278626	0.6586243	0.0177409	0.0459242	0.5784632	0.2667578	0.1136454	0.1417923	0.5089796	0.1436888	0.6259382	0.3291475	0.8910154	0.7506363	0.0402002	0.0010681	0.3376943	0.0322764	2e-07	0.0843916	0.6248854	0.7478227	0.7051215	0.4136285	0.0170704	0.0306893	0.0267541	0.6550895	0.7328379	0.0007409	0.0518388	0.6772957
TS_8_0	0.4493691	0.0087869	0.75791	0.8119348	0.23233	0.8738105	0.2258812	0.6092397	0.1920284	0.0748537	0.6683127	0.1444184	0.6550203	0.5783048	0.0700132	0.7711813	0.6569628	0.6984479	0.0263856	0.5982585	0.0226902	0.0189043	0.5719748	0.1972676	0.1279032	0.1129741	0.4548583	0.1768439	0.6430573	0.3707155	0.6757616	0.6696341	0.0203432	0.0008566	0.4213261	0.0690911	4e-07	0.0564664	0.7050801	0.6326445	0.665535	0.389101	0.0238198	0.0155757	0.0561391	0.6549813	0.6095463	0.0176288	0.1086472	0.7716248
TS_8_1	0.4627149	0.0033322	0.76481	0.7445269	0.3224309	0.6829396	0.2478051	0.8494492	0.1892861	0.0318277	0.6138399	0.1733229	0.6079363	0.7467705	0.058476	0.5637341	0.7216719	0.7699055	0.0406627	0.7455575	0.0353242	0.0034356	0.6559544	0.2151565	0.0264259	0.1024024	0.4655961	0.0943817	0.658047	0.4493988	0.6095664	0.7462364	0.0285233	0.0003858	0.4659704	0.0035552	1.6e-06	0.0345056	0.8563939	0.6265013	0.6736406	0.4291287	0.0329561	0.0037979	0.0388672	0.5700843	0.6031223	0.0111977	0.0893516	0.7158358
TS_8_2	0.3996671	0.0091065	0.6901522	0.7170895	0.3352436	0.6139003	0.2627634	0.7174088	0.1838385	0.0166045	0.639152	0.1556674	0.598269	0.6492061	0.0748737	0.6159703	0.666917	0.6669011	0.0349123	0.69242	0.0437174	0.0042598	0.5864142	0.2945614	0.0039811	0.159249	0.5318826	0.0948362	0.8294861	0.3460863	0.7082993	0.7491456	0.0187756	0.0006941	0.38053	0.004434	0.0001166	0.0138094	0.7206917	0.6323068	0.6021436	0.4075915	0.0206245	0.0048278	0.0295636	0.6992348	0.5672886	0.006889	0.063401	0.6755609
TS_8_3	0.4097469	0.0080556	0.7690958	0.8451337	0.2558811	0.6765514	0.3061611	0.5534141	0.1540598	0.0154739	0.6426746	0.1412337	0.5145341	0.5834686	0.0977239	0.6162773	0.5832242	0.7320992	0.0614621	0.7317272	0.0289196	0.0023568	0.7051747	0.2776416	0.0031674	0.1026497	0.5730795	0.1628121	0.7057069	0.4436519	0.7573377	0.6680364	0.0066559	0.0005338	0.3457891	0.0034845	1e-07	0.0111991	0.7323323	0.6287436	0.6912859	0.4099065	0.0332608	0.0040642	0.0347136	0.7867937	0.7219892	0.0075712	0.0680598	0.7478035
TS_8_4	0.4587878	0.0064359	0.6303862	0.7238737	0.223778	0.7687352	0.236791	0.6827724	0.130906	0.005408	0.7496147	0.1162194	0.5722797	0.7803529	0.0473974	0.6932005	0.5497236	0.6588022	0.0297092	0.6671665	0.0278106	0.005349	0.7318999	0.2711208	0.0004501	0.0966392	0.7641	0.1625089	0.6199203	0.4060026	0.5815157	0.8382357	0.0129506	0.0004365	0.4532032	0.001056	3e-05	0.0179019	0.8054996	0.6532642	0.919455	0.4806402	0.0180894	0.0007063	0.0292173	0.72193	0.664499	0.0009594	0.0638376	0.7059793
TS_8_5	0.4632733	0.0002567	0.6299358	0.7335535	0.3189211	0.5964293	0.2107586	0.5901968	0.1912905	0.0095717	0.6389258	0.1129724	0.5856744	0.6847477	0.0690485	0.7422995	0.6902375	0.8061219	0.033629	0.7181701	0.0217843	0.0004743	0.6861316	0.3171932	5.12e-05	0.1201161	0.4454214	0.0909013	0.7625813	0.4057822	0.6426393	0.9145282	0.0093727	0.0003358	0.4317397	0.0063367	0.0002299	0.047639	0.7454178	0.656276	0.872796	0.2769353	0.0292261	0.0011873	0.0502099	0.739733	0.8148622	0.0005973	0.0727201	0.5857068
TS_8_6	0.3586793	0.0031002	0.5965842	0.6394451	0.2663318	0.6345701	0.2697022	0.4871022	0.2184582	0.0095597	0.7290647	0.1960584	0.6646978	0.7446354	0.0512714	0.6597647	0.6884956	0.6888608	0.0527748	0.6637638	0.0178508	0.0031923	0.8041177	0.23045	2.58e-05	0.0883672	0.5949574	0.0848056	0.7452982	0.4631904	0.6371963	0.6144666	0.0105895	0.0002056	0.4171409	0.0034296	0.0002075	0.0222106	0.6534497	0.63298	0.6301747	0.385222	0.0130676	0.000412	0.0222997	0.6929313	0.7759368	0.0007058	0.0555238	0.6522585
TS_8_7	0.4168174	0.0053363	0.813426	0.6983676	0.2896965	0.771966	0.2376625	0.5910412	0.1878665	0.0129708	0.7830987	0.2010139	0.6007129	0.6918602	0.0627374	0.6114097	0.6887385	0.7192706	0.0356247	0.6836846	0.0252245	0.0006369	0.6665594	0.2877266	0.0005433	0.1360848	0.7708658	0.0656934	0.5946599	0.499892	0.6359809	0.7539936	0.0219986	5.62e-05	0.4304792	0.0019884	0.0004526	0.0151021	0.6283508	0.7674729	0.7473762	0.4702538	0.0197075	0.001535	0.0681974	0.6679287	0.6312869	0.014619	0.1024872	0.6523743
TS_8_8	0.4228809	0.0006271	0.7480248	0.6210937	0.2951082	0.6105266	0.2374656	0.6564894	0.2232211	0.0052296	0.7624691	0.1473776	0.5858873	0.6218083	0.0815722	0.7169313	0.7545329	0.6514368	0.0707735	0.7192455	0.0226324	0.0001386	0.6798879	0.2502279	0.0023423	0.0854721	0.4335772	0.1107421	0.6720524	0.3875719	0.6287589	0.7029679	0.0297765	0.0004309	0.4685673	0.0146161	0.0007384	0.0229865	0.6661697	0.6706364	0.7321195	0.4104702	0.0100908	0.0035176	0.0785704	0.6940043	0.7746082	0.006036	0.0476868	0.7233984
TS_8_9	0.4454537	0.0075711	0.8778109	0.65501	0.26242	0.7617469	0.3893903	0.6135139	0.1823337	0.0054148	0.7133969	0.175284	0.7415787	0.7588674	0.0818216	0.6609789	0.7717919	0.6201681	0.0605096	0.7023313	0.0151902	0.0018696	0.7173578	0.197461	0.0016694	0.1185243	0.7024928	0.161273	0.6558646	0.3692273	0.7059015	0.8248487	0.0253441	1.95e-05	0.3439919	0.0046448	0.0010081	0.0269707	0.8666499	0.7499114	0.5991193	0.4297435	0.0115534	0.000917	0.0225998	0.7290977	0.5999952	0.0012775	0.0757194	0.7815047
TS_8_10	0.3335162	0.005049	0.6528068	0.737796	0.3244526	0.6281216	0.2219439	0.5821223	0.1753745	0.0054947	0.5965321	0.1204996	0.6572888	0.7139623	0.0284364	0.8095949	0.7770554	0.5869623	0.0473202	0.7245655	0.0143835	0.0003663	0.8153285	0.2915692	0.0004741	0.1095808	0.6532234	0.2081032	0.5691025	0.5059596	0.653233	0.6139775	0.027111	9.87e-05	0.4362553	0.0156258	1.23e-05	0.0489858	0.670008	0.6148233	0.6648413	0.3582171	0.006459	0.0001112	0.0492486	0.7030562	0.6924528	0.0016957	0.0610111	0.7224377
TS_8_11	0.4083202	0.0112805	0.7290804	0.6969348	0.2982692	0.76782	0.246113	0.5473424	0.1779683	0.0355432	0.6812092	0.1103751	0.6087937	0.683476	0.0552122	0.773227	0.7188009	0.6465315	0.0411924	0.7906115	0.0162606	0.0212231	0.6612846	0.2489061	0.0857851	0.0922706	0.5342294	0.1049376	0.7626614	0.48487	0.7860786	0.6863413	0.0373853	9.6e-06	0.3227473	0.0172354	2.63e-05	0.0789309	0.6467375	0.7279214	0.5792116	0.3491071	0.0268459	0.009021	0.0354129	0.6552199	0.6761491	0.0025051	0.150327	0.7308363
